itemId,category,name,rating,reviewTitle,reviewContent,reviewContent_Cleaned,hasil_deteksi
49780,,Agustinar,5.0,,mkasi lazada seringyaa disc,mkasi lazada seringya disc,Asli
49780,,Achi,4.0,,barang bagus fungsinya lancar ga ada keluhan sih harganya murah lagi,barang bagus fungsinya lancar tidak ada keluhan sih harganya murah lagi,Asli
49780,,William,5.0,,barang oke dan pengiriman cepat,barang oke dan pengiriman cepat,Asli
49780,,Atmi Y.,5.0,,pengiriman nya oke,pengiriman nya oke,Asli
49780,,Jahus S.,4.0,,dulu harga cuma 47000 sekarang naik 2x lipat  mau beli lg jd enggan  kualitas sih bagus,dulu harga cuma sekarang naik x lipat mau beli lg jadi engan kualitas sih bagus,Asli
49780,,Bintang D.,5.0,,barang ori berjalan mulus pokoknya mantap,barang original berjalan mulus pokoknya bagus,Asli
49780,,Fikri R.,3.0,,barang sudah sampai dan packing rapi,barang sudah sampai dan packing rapi,Asli
49780,,Dedi T.,4.0,,pengiriman cepat sesuai standar produk juga bagus,pengiriman cepat sesuai standar produk juga bagus,Asli
49780,,Yulianifahrezi,4.0,,harga ekonomis dan produk lumayan bagus simple mudahan awet ya,harga ekonomis dan produk lumayan bagus simple mudahan awet ya,Asli
49780,,Dadang K.,4.0,,barang sesuai deskripsi thanks lazada,barang sesuai deskripsi thanks lazada,Asli
49780,,Eno W.,4.0,,barang bagus cuma kalau dipakai cepat panas,barang bagus cuma kalau dipakai cepat panas,Asli
49780,,rinanto,4.0,,barangnya bagus tanks lazada,barangnya bagus tanks lazada,Asli
49780,,Agustinus G.,4.0,,barang sudah diterima dg baik dan on time,barang sudah diterima dg baik dan on time,Asli
49780,,Nafal A.,4.0,,barangnya mantapp,barangnya bagus,Asli
49780,,Mmustofa,4.0,,barang bagus kemasan kurang bagus  tidak aman,barang bagus kemasan kurang bagus tidak aman,Asli
49780,,Dahliana,5.0,,pengiriman cepat packing rapihthx lazada barang belum dicoba,pengiriman cepat packing rapihthx lazada barang belum dicoba,Asli
49780,,octatriana,5.0,,bagus flasdisknya thanks lazada,bagus flasdisknya thanks lazada,Asli
49780,,Reni D.,5.0,,barangnya cepet banget sampenya semoga awet terima kasih lazada seneng blanja bisa cod,barangnya cepat banget sampenya semoga awet terima kasih lazada seneng blanja bisa cod,Asli
49780,,Indra S.,4.0,,barang sudah sampai lazada good,barang sudah sampai lazada god,Asli
49780,,Dwi S.,4.0,,cepat sampai fungsi normal semoga awet terima kasih,cepat sampai fungsi normal semoga awet terima kasih,Asli
49780,,G A.,5.0,,harga murahcepat sampaiakan lebih baik jika harga lebih muraah lagii v,harga murahcepat sampaiakan lebih baik jika harga lebih murah lagi v,Asli
49780,,iwarsono a.,5.0,,pngirimn cptbrang bgus ssuai psanan lazada emng ok,pngirimn cptbrang bagus suai psanan lazada emng ok,Asli
49780,,Duta A.,4.0,,mantaplah lazada pengiriman cepat flasdisknya 145gb mungkin memang begitu ya  makasihh,mantaplah lazada pengiriman cepat flasdisknya gb mungkin memang begitu ya makasih,Asli
49780,,Danar A.,5.0,,thanks lazada paket mendarat dengan aman dan berfungsi dengan baik,thanks lazada paket mendarat dengan aman dan berfungsi dengan baik,Asli
49780,,Cahyudi P.,4.0,,terima kasih atas pengirimannya murah,terima kasih atas pengirimanya murah,Asli
49780,,Aditya,5.0,,barang cepet sampai cuma dua hari kondisi bagus real 16 gb trimakasih lazada,barang cepat sampai cuma dua hari kondisi bagus real gb trimakasih lazada,Asli
49780,,Maryani,5.0,,udah sering pesan di lazada alhmdllah selama pemesanan akhir2 ini ga pernah kecewa,udah sering pesan di lazada alhmdlah selama pemesanan akhir ini tidak pernah buruk,Asli
49780,,Kaha N.,5.0,,sehari sampai  packing rapi  barang ori bagus,sehari sampai packing rapi barang original bagus,Asli
49780,,kadek a.,4.0,,asli dan mantap djiwa,original dan bagus djiwa,Asli
49780,,Faiz N.,5.0,,walaupun agak lama datangnya  tapi bagus barangnya,walaupun agak lama datangnya tapi bagus barangnya,Asli
49780,,Fachri T.,5.0,,packing rapi barang sesuai oke banget deh d makasih lazada d,packing rapi barang sesuai oke banget deh di makasih lazada di,Asli
49780,,Diahaprilia,5.0,,puas banget pengiriman cepat packing rapi barang ori harga terjangkau thanks lazada,puas banget pengiriman cepat packing rapi barang original harga terjangkau thanks lazada,Asli
49780,,Yusuf G.,3.0,,kecewa dgn kapasitas yg cuma 145gb tp puas lah sm barang dn pengiriman yg cepat,buruk dengan kapasitas yang cuma gb tapi puas lah sama barang dn pengiriman yang cepat,Asli
49780,,Nisrina L.,5.0,,makasih kiriman telah diterima dengan kemasan baik,makasih kiriman telah diterima dengan kemasan baik,Asli
49780,,Alfan B.,4.0,,mantab jiwaaa,mantab jiwa,Asli
49780,,Farhan S.,5.0,,makasih gan penggiriman cepat sampai walau pun hujan makasih,makasih gan pengiriman cepat sampai walau pun hujan makasih,Asli
49780,,Reksa A.,4.0,,barangnya sudah sampai original terimakasih,barangnya sudah sampai original terimakasih,Asli
49780,,Novy M.,5.0,,well package and super fast delivery plus it could be detect in my mac thank you,wel package and super cepat delivery plus it could be detect in my mac thank you,Asli
49780,,Yayah K.,4.0,,barang bagus original dengan harga miring thx lazada,barang bagus original dengan harga miring terima kasih lazada,Asli
49780,,Ibnu H.,4.0,,bagus tapi engga dapet gantungan kunci nya hahaha,bagus tapi enga dapet gantungan kunci nya hahaha,Asli
49780,,jhon a.,4.0,,pesanan udah diterima dng baik thx lzd,pesanan udah diterima dng baik terima kasih lzd,Asli
49780,,Rivaldi,5.0,,barang sudah sampai packing rapi terima kasih saya cukup puas,barang sudah sampai packing rapi terima kasih saya cukup puas,Asli
49780,,Erjuno D.,4.0,,barang dan pelayanan lazada sama2 memuaskan,barang dan pelayanan lazada sama memuaskan,Asli
49780,,Dewi,5.0,,dtgnya cpt packing rapi bener2 16gb memuaskan thx sellerlazada,dtgnya cpt packing rapi bener gb memuaskan terima kasih selerlazada,Asli
49780,,Ayu R.,5.0,,barang sampai dengan cepat dan transfer file pun kilat thanks,barang sampai dengan cepat dan transfer file pun kilat thanks,Asli
49780,,Nurul A.,4.0,,fd bgus packingnya rapi,fd bagus packingnya rapi,Asli
49780,,Aliffianto W.,5.0,,walaupun abangnya nyasar,walaupun abangnya nyasar,Asli
49780,,Rudi,5.0,,barang sudah sampai bagus tks,barang sudah sampai bagus tks,Asli
49780,,Aditya R.,5.0,,barang dah nyampe senin pesen kamis nyampe mantep dah murah lagi v,barang sudah nyampe senin pesen kamis nyampe mantep sudah murah lagi v,Asli
49780,,Syahri H.,5.0,,barang bagus sesuai gambar hanya saja pengiriman agak telat dari jadwal,barang bagus sesuai gambar hanya saja pengiriman agak telat dari jadwal,Asli
49780,,Indah,3.0,,bagus memuaskan sesuai ekspektasi,bagus memuaskan sesuai ekspektasi,Asli
49780,,YaNsen B.,1.0,,thx buat lazada brang sampai tepat waktu selalu puas sama layanan lazada smoga barang nya awet,terima kasih untuk lazada brang sampai tepat waktu selalu puas sama layanan lazada smoga barang nya awet,Asli
49780,,M F.,5.0,,ntah penjual atau pengirimnya yg gk jelas intinya kecewa,ntah penjual atau pengirimnya yang tidak jelas intinya buruk,Asli
49780,,Liya W.,3.0,,pengiriman nya cepat lebih murah  barang bagus tks lazada,pengiriman nya cepat lebih murah barang bagus tks lazada,Asli
49780,,Syahrul,5.0,,barang bagus cuma packing sama ga real kapasitasnya cuma 145 gb tapi cocok buat harga segitu,barang bagus cuma packing sama tidak real kapasitasnya cuma gb tapi cocok untuk harga segitu,Asli
49780,,DIMAS T.,5.0,,murah kualitas oke,murah kualitas oke,Asli
49780,,Aly,5.0,,pengiriman cepat produk bagus recomended buat teman2,pengiriman cepat produk bagus bagus untuk teman,Asli
49780,,Paulus S.,5.0,,terimakasih lazada barang bagus cepat sekali dikirimnya,terimakasih lazada barang bagus cepat sekali dikirimnya,Asli
49780,,Jorda,5.0,,barang sesuai deskripsi sama gambar sipaz,barang sesuai deskripsi sama gambar sipaz,Asli
49780,,desti W.,3.0,,kemasan bagus rapi bngts dtngnya cpt lgsemoga awet ajmaksih lazada,kemasan bagus rapi bngts dtngnya cpt lgsemoga awet ajmaksih lazada,Asli
49780,,Yusuf,5.0,,thanks lazzada barang udh sampe cuma 2 hari aja barang oke original,thanks lazada barang sudah sampe cuma hari aja barang oke original,Asli
49780,,Muhammad D.,4.0,,produk ini keren dan cepat sampai,produk ini keren dan cepat sampai,Asli
49780,,Louis,5.0,,kiriman cuma sehari jumat tf sabtu siang dpt keren dan fungsi dgn baik,kiriman cuma sehari jumat tf sabtu siang dpt keren dan fungsi dengan baik,Asli
49780,,Jou,5.0,,respon cepat produk sesuai gambar terimakasih,respon cepat produk sesuai gambar terimakasih,Asli
49780,,Ratih G.,5.0,,udah datang barang nya semoga awet ya,udah datang barang nya semoga awet ya,Asli
49780,,Roni m.,4.0,,bagus dan cepat prosesnya,bagus dan cepat prosesnya,Asli
49780,,lisa,4.0,,fisiknya bagus pengiriman cepet tapi isinya kurang bukan 16 gb cuma 145 gb tapi tetep oke,fisiknya bagus pengiriman cepat tapi isinya kurang bukan gb cuma gb tapi tetep oke,Asli
49780,,yofy d.,3.0,,barang diterima dengan baik dan berfungsithnks,barang diterima dengan baik dan berfungsithnks,Asli
49780,,Brian,5.0,,barang sesuai pesanan pengiriman cepat thanks lazada,barang sesuai pesanan pengiriman cepat thanks lazada,Asli
49780,,Dimas F.,5.0,,thanks bngt barangnya bagusdatengnya cepet lagi,thanks bngt barangnya bagusdatengnya cepat lagi,Asli
49780,,Haifa V.,5.0,,cepet banget nyampenyah makasih,cepat banget nyampenyah makasih,Asli
49780,,Eri A.,4.0,,barang sesuai dengan yang diinformasikan  mantap lah lazada  sellernya juga,barang sesuai dengan yang dinformasikan bagus lah lazada selernya juga,Asli
49780,,sapto a.,3.0,,barangnya saya udh terimahasilnya bagus dusnya jga tidak rusakmakash lazada,barangnya saya sudah terimahasilnya bagus dusnya jga tidak rusakmakash lazada,Asli
49780,,Rahmad H.,5.0,,produk original dan cepat sampai,produk original dan cepat sampai,Asli
49780,,Sri S.,5.0,,barang bagus sesuai deskripsi walaupun ukuran tidak 16gb pas  pengiriman cepat hanya 2hari semoga lebih baik kedepannya maju terus,barang bagus sesuai deskripsi walaupun ukuran tidak gb saat pengiriman cepat hanya hari semoga lebih baik kedepanya maju terus,Asli
49780,,Esa M.,5.0,,dateng dengan kemasan yg baik pas dibuka fd masih dlm keadaan baru dan baik juga pas dicoba di laptop yup kapasitasnya emg bukan 16 gb cuma 14 gb sekian tapi gpp kok kata teman emg kayak gitu thanks ya terutama buat lazada,dateng dengan kemasan yang baik saat dibuka fd masih dalam keadan baru dan baik juga saat dicoba di laptop yup kapasitasnya memang bukan gb cuma gb sekian tapi gp kok kata teman memang kayak gitu thanks ya terutama untuk lazada,Asli
49780,,Achi,4.0,,pengiriman cepat flashdisknya cukup bagus tapi kadang agak susah dicabut dari laptop atau pc nggak tau kenapa,pengiriman cepat flashdisknya cukup bagus tapi kadang agak susah dicabut dari laptop atau pc ngak tau kenapa,Asli
49780,,Willisp,5.0,,barang sampe cepet banget kurang dari 24 jam pesan 28 spet16 malem sampe 29 sept16 sore barang bagus ada sticker hologram nya tertulis 16 gb dicek di komputer microsoft isinya 145 gb overall puas banget belanja di lazada  sistem nya cod lagi semoga nih flashdisknya awet yah,barang sampe cepat banget kurang dari jam pesan spet malem sampe sept sore barang bagus ada sticker hologram nya tertulis gb dicek di komputer microsoft isinya gb overal puas banget belanja di lazada sistem nya cod lagi semoga nih flashdisknya awet yah,Asli
49780,,Lazada Guest,5.0,,mantap packingnya ada sticker buat pengembalian barangnya juga sandisknya benar benar orisinil terima kasih cxshop nanti pasti belanja lagi disini,bagus packingnya ada sticker untuk pengembalian barangnya juga sandisknya benar benar orisinil terima kasih cxshop nanti pasti belanja lagi disini,Asli
49780,,Lazada Guest,5.0,,pengantaranya lumayan lama tergantung lokasi mungkin tapi barangnya sampai ke tempat tujuan dengan keadaan bagus dan mulus maju terus lazada,pengantaranya lumayan lama tergantung lokasi mungkin tapi barangnya sampai ke tempat tujuan dengan keadan bagus dan mulus maju terus lazada,Asli
49780,,Lazada Guest,5.0,,walaupun pengirimannya lumayan lama mungkin tergantung lokasibarangnya masih mulus dan bagus terus maju lazada,walaupun pengirimanya lumayan lama mungkin tergantung lokasibarangnya masih mulus dan bagus terus maju lazada,Asli
49780,,Sarah A.,5.0,,barang sampai di tempat  sesuai dengan perkiraan packaging rapi dan dapat harga yang bagus pula overal sangat puas lah,barang sampai di tempat sesuai dengan perkiran packaging rapi dan dapat harga yang bagus pula overal sangat puas lah,Asli
49780,,Yono S.,4.0,,terima kasih team lazada pesanan sudah di terima dengan baik barang nya original dan berfungsi dengan baik suksek selalu lazada,terima kasih team lazada pesanan sudah di terima dengan baik barang nya original dan berfungsi dengan baik suksek selalu lazada,Asli
49780,,imang,4.0,,barang ok sesuai dgn di gambar fd tidak ada kendala selama pemakaian good pokonya thx lazada,barang ok sesuai dengan di gambar fd tidak ada kendala selama pemakaian god pokonya terima kasih lazada,Asli
49780,,Lazada Guest,5.0,,memuaskan sekali belanja dilazada pantesan penggunanya banyak ya emang terjamin mutu dan kualitas nya beli satu flashdisk dikemas secara rapih pakek bangett ga nyesel emang ni belanja dilazada,memuaskan sekali belanja dilazada pantesan pengunanya banyak ya emang terjamin mutu dan kualitas nya beli satu flashdisk dikemas secara rapih pakek banget tidak nyesel emang ni belanja dilazada,Asli
49780,,Margaretha,5.0,,sandisk cz50 cruzer blade ini bagus karena bentuk nya yang simpel ringan dan kecil jadi memudahkan untuk dibawa kemana  mana dengan isi dalam nya yang banyak harga nya juga oke kok ,sandisk cz cruzer blade ini bagus karena bentuk nya yang simpel ringan dan kecil jadi memudahkan untuk dibawa kemana mana dengan isi dalam nya yang banyak harga nya juga oke kok,Asli
49780,,NURDIN H.,4.0,,sandisk flashdisk cruzer blade 16gb sangat mungil simpel disimpan disaku memiliki kapasitas besar membuat banyak data soft file,sandisk flashdisk cruzer blade gb sangat mungil simpel disimpan disaku memiliki kapasitas besar membuat banyak data soft file,Asli
49780,,Resti,5.0,,barang bagus dan memuaskan awet  dapet gantungan kuncinya juga,barang bagus dan memuaskan awet dapet gantungan kuncinya juga,Asli
49780,,Lazada Guest,5.0,,cepat dan berkualitas,cepat dan berkualitas,Asli
49780,,Dimas w.,4.0,,mudah2an  bagus dan recomended,mudah an bagus dan bagus,Asli
49780,,Lazada Guest,4.0,,barang bagus murah n cepat sampai,barang bagus murah n cepat sampai,Asli
49780,,Lazada Guest,5.0,,thanks lazada mantap,thanks lazada bagus,Asli
49780,,Lazada Guest,5.0,,cepat sampai packing rapih best,cepat sampai packing rapih best,Asli
49780,,Ricky B.,4.0,,barang bagus dan di kemas dengan busa jadi aman sampe saya tapi pengiriman agak lama,barang bagus dan di kemas dengan busa jadi aman sampe saya tapi pengiriman agak lama,Asli
49780,,Lazada Guest,5.0,,order tgl 04022017 di terima tgl 06022017 packing rapibarang bagustq lazada,order tgl di terima tgl packing rapibarang bagustq lazada,Asli
49780,,Lazada Guest,4.0,,pesan sekarang besok sampai barangnya thanks ya,pesan sekarang besok sampai barangnya thanks ya,Asli
49780,,Lazada Guest,3.0,,cepet buangett tiba barangnya pesan skrg bsk tiba tks lazada,cepat buanget tiba barangnya pesan sekarang bsk tiba tks lazada,Asli
49780,,Muhamad A.,5.0,,good job we,god job we,Asli
49780,,Lazada Guest,5.0,,bagus bagus barang datang dengan selamat,bagus bagus barang datang dengan selamat,Asli
49780,,Lazada Guest,5.0,,barang bagus dan cepat sampai  makasih lazada,barang bagus dan cepat sampai makasih lazada,Asli
49780,,Lazada Guest,4.0,,sangat minimalis dan mudah dibawa kemana mana,sangat minimalis dan mudah dibawa kemana mana,Asli
49780,,Lazada Guest,3.0,,barang ori dan harga murah gk pernh nyesal beli di lazada thanks lazada,barang original dan harga murah tidak pernh nyesal beli di lazada thanks lazada,Asli
49780,,Lazada Guest,5.0,,barang bagus sesuai gambar kerenthanks lazada,barang bagus sesuai gambar kerenthanks lazada,Asli
49780,,Lazada Guest,3.0,,barang oke cepat sampai good service thanks lazada,barang oke cepat sampai god service thanks lazada,Asli
49780,,Lazada Guest,5.0,,alhmdulilah cpet nympebguss berkualitas tp g murahan,alhmdulilah cepat nympebgus berkualitas tapi g murahan,Asli
49780,,Guest,5.0,,thank youuuuuuuuuu sukses ya buat seller  lazada,thank you sukses ya untuk seler lazada,Asli
49780,,Rizki,5.0,,barang cepat sampai packing rapi  oke barangnya trims lazada semoga makin sukses,barang cepat sampai packing rapi oke barangnya trims lazada semoga makin sukses,Asli
49780,,candra,3.0,,usb desain klasikkualitas oke ,usb desain klasikualitas oke,Asli
49780,,andra,5.0,,thanks lazadabarang sdh diterima dlm keadaan bagus,thanks lazadabarang sudah diterima dalam keadan bagus,Asli
49780,,Lazada Guest,4.0,,pengiriman rapi kualitas bagus terima kasih lazada,pengiriman rapi kualitas bagus terima kasih lazada,Asli
49780,,Nurhikmah U.,4.0,,flasdisknya udh sampe kemasannya bagus  suka makasih lazada ,flasdisknya sudah sampe kemasanya bagus suka makasih lazada,Asli
49780,,Agus S.,3.0,,barangnya udah keterima dengan baik dan berfungsi normal makasih lazada,barangnya udah keterima dengan baik dan berfungsi normal makasih lazada,Asli
49780,,Lazada Guest,5.0,,barang sudah sampai sesuai gambar ada key note bagus,barang sudah sampai sesuai gambar ada key note bagus,Asli
49780,,Lazada Guest,3.0,,lumayan bagus  trmksh lazada,lumayan bagus trmksh lazada,Asli
49780,,Ari D.,4.0,,barang bagus n kcil sesuai dengan gambar n ada aplikasi buat melindungi file,barang bagus n kcil sesuai dengan gambar n ada aplikasi untuk melindungi file,Asli
49780,,Lazada Guest,5.0,,barang sudah nyampe dengan selamat packing rapi sejauh ini bagus barangnya thanks,barang sudah nyampe dengan selamat packing rapi sejauh ini bagus barangnya thanks,Asli
49780,,Lazada Guest,5.0,,barangnya ringan bgt kecil pulak pengiriman lumayan lama lah nunggu 4hari,barangnya ringan banget kecil pulak pengiriman lumayan lama lah nungu hari,Asli
49780,,Lazada Guest,5.0,,harga murah dan pengiriman nya agak lama thanks lazada barang nya da nyampe,harga murah dan pengiriman nya agak lama thanks lazada barang nya da nyampe,Asli
49780,,Lazada Guest,5.0,,barang bagus harga murah sesuai deskripsi deh pengiriman juga cepat thanks seller dan lazada,barang bagus harga murah sesuai deskripsi deh pengiriman juga cepat thanks seler dan lazada,Asli
49780,,Lazada Guest,5.0,,bagus barangnya pengiriman cepat,bagus barangnya pengiriman cepat,Asli
49780,,Lazada Guest,5.0,,cepat pengirimanya puas hasilnya,cepat pengirimanya puas hasilnya,Asli
49780,,Lazada Guest,5.0,,barangnya udah sampe semalam langsung di coba bisa bagus imut imut,barangnya udah sampe semalam langsung di coba bisa bagus imut imut,Asli
49780,,Lazada Guest,5.0,,pengiriman cepat hasil memuaskan,pengiriman cepat hasil memuaskan,Asli
49780,,Azzam Z.,4.0,,barang sampai dgn selamat pengemasan bagus kualitas sejauh ini bagus terima kasih lazada,barang sampai dengan selamat pengemasan bagus kualitas sejauh ini bagus terima kasih lazada,Asli
497952548,,Lazada Customer,2.0,,kecewa  tidak bisa di pakai tidak menerima file yg di pindahkan kecewa berat,buruk tidak bisa di pakai tidak menerima file yang di pindahkan buruk berat,Asli
497952548,,ilham S.,5.0,,bagus barang asli sesuai deskripsi,bagus barang original sesuai deskripsi,Asli
498010,,Dedy A.,3.0,,barang sudah saya terima  tetapi kenapa saya dikasih pouch warna orange bertuliskan touro mohon agar kenkez mengirimkan kembali pouch warna hitam atau putih dengan merek toshiba sebagaimana hard disk toshiba yang saya beli  mohon responnya terima kasih,barang sudah saya terima tetapi kenapa saya dikasih pouch warna orange bertuliskan touro mohon agar kenkez mengirimkan kembali pouch warna hitam atau putih dengan merek toshiba sebagaimana hard disk toshiba yang saya beli mohon responya terima kasih,Asli
498010,,mayong p.,4.0,,barang cepat sampai bagua mantap bgt  cmn pouch tidak sesuai dgn yg d gambar tp masih ttp mantap thx lazada,barang cepat sampai bagua bagus banget cuma pouch tidak sesuai dengan yang di gambar tapi masih tapi bagus terima kasih lazada,Asli
498010,,Arip R.,4.0,,kondisi barang aman,kondisi barang aman,Asli
498010,,maria f.,3.0,,bagus  saya suka sekali,bagus saya suka sekali,Asli
498010,,DIMAS R.,4.0,,barang sesuai dgn spek cuman pouch nya macem kantong duit jaman dlu jd kepake naro duit dh haha,barang sesuai dengan spek cuma pouch nya macem kantong duit jaman dlu jadi kepake naro duit dh haha,Asli
498010,,Azis M.,5.0,,pengiriman lebih cepat dari estimasi terimakasih lazada tks kenkez,pengiriman lebih cepat dari estimasi terimakasih lazada tks kenkez,Asli
498010,,Agus w.,5.0,,barang sudah ane terima pengiriman cepat next mau belanja disini lagi untuk produk lainnya thanks kenkez,barang sudah ane terima pengiriman cepat next mau belanja disini lagi untuk produk lainya thanks kenkez,Asli
498010,,Lazada Guest,3.0,,bagus sihh datengnya cepet banget cuma pounchnya janjinya pounch toshiba taunya bukaan,bagus sih datengnya cepat banget cuma pounchnya janjinya pounch toshiba taunya bukan,Asli
498010,,Arip R.,5.0,,kondisi fisik baru kemasan rapih okelah terima kasih barangnya cuma semoga aja awet,kondisi fisik baru kemasan rapih okelah terima kasih barangnya cuma semoga aja awet,Asli
498025,,Sofyan I.,5.0,,produk bagus dan sesuai dengan ekspektasi harga bersaing,produk bagus dan sesuai dengan ekspektasi harga bersaing,Asli
498170250,,Hilas J.,5.0,,sangat bagus barangnya cepat pengiriman barannya,sangat bagus barangnya cepat pengiriman baranya,Asli
498230776,,Atep S.,4.0,,lumayan sesuai cman ga bisa nymbung otg ke ponsel,lumayan sesuai cman tidak bisa nymbung otg ke ponsel,Asli
498232799,,hasrul R.,5.0,,ga bisa berfungsi buang ajalah ke tong sampah,tidak bisa berfungsi buang ajalah ke tong sampah,Asli
498232799,,Abimanyu A.,5.0,,makasih cpet di proses untung dkt,makasih cepat di proses untung dkt,Asli
498232799,,kresna R.,5.0,,lumyan bagus,lumyan bagus,Asli
498242845,,Lazada Customer,1.0,,faskdisk tidak bisa di gunakan minta di format terus tapi tidak bisa di format saya perlu minta ganti yang baru tukar yang kondisi bisa di pakai dan normal,faskdisk tidak bisa di gunakan minta di format terus tapi tidak bisa di format saya perlu minta ganti yang baru tukar yang kondisi bisa di pakai dan normal,Asli
498242845,,mansyur K.,5.0,,bagus sangat puasbarang bisa berfungsi meskipun memang ada kendala di format pake windows gak bisaada solusi pake linux,bagus sangat puasbarang bisa berfungsi meskipun memang ada kendala di format pake windows tidak bisada solusi pake linux,Asli
498242845,,Prawowo M.,5.0,,mungkin transfer data lambattapi penyimpanan nya sangat besarkalau file ilang tinggal lihat tutor aja d yt,mungkin transfer data lambatapi penyimpanan nya sangat besarkalau file ilang tingal lihat tutor aja di yt,Asli
498242845,,Lazada Customer,5.0,,brg bagus cukup memuaskan,barang bagus cukup memuaskan,Asli
498242845,,sri L.,1.0,,saya beli 2 nggak bisa dipakai semua  pengiriman lama bangetmaaf ya penjual karena memang saya kecewa,saya beli ngak bisa dipakai semua pengiriman lama bangetmaf ya penjual karena memang saya buruk,Asli
498242845,,Hamdan F.,5.0,,produk bagus bisa dipakai,produk bagus bisa dipakai,Asli
498252758,,Engkus K.,5.0,,flashdisk nya sesuai deskripsi dan sesuai kapasitas,flashdisk nya sesuai deskripsi dan sesuai kapasitas,Asli
498252758,,Lazada Customer,2.0,,gak bisa d pake pada tape mobil ,tidak bisa di pake pada tape mobil,Asli
498256704,,candra,1.0,,tidak bisa berfungsi,tidak bisa berfungsi,Asli
498258717,,Lazada Customer,5.0,,mantap sesuai tidak mengecewakan actual 127sekian sekian akselerasi copy ok suksess selalu ya,bagus sesuai tidak mengecewakan actual sekian sekian akselerasi copy ok sukses selalu ya,Asli
498258717,,Lazada Customer,5.0,,mantap sesuai gambar dan pesanan  isi internal 126gb hanya pengiriman agak lama ya hampir 8 hr mungkin krm pengiriman dr cinatp over all oke,bagus sesuai gambar dan pesanan isi internal gb hanya pengiriman agak lama ya hampir hr mungkin krm pengiriman dari cinatp over al oke,Asli
498258717,,Lazada Customer,1.0,,jangan mau beli jualan barang rongsok ga bisa di pake di format cmd sama manage juga ga bisa brarti flasdisknya sampah apes,jangan mau beli jualan barang rongsok tidak bisa di pake di format cmd sama manage juga tidak bisa brarti flasdisknya sampah apes,Asli
498258717,,rendi H.,5.0,,flashdrive nya okgood quality kapasitas real 128gb untuk pengiriman lumayan cepat dan gak ada satupun yang rusaksemuanya berfungsi tapi untuk transfer file besar lumayan agak lama tapi tetep oke lah dengan harga segitu,flashdrive nya okgod quality kapasitas real gb untuk pengiriman lumayan cepat dan tidak ada satupun yang rusaksemuanya berfungsi tapi untuk transfer file besar lumayan agak lama tapi tetep oke lah dengan harga segitu,Asli
498258717,,Lazada Customer,1.0,,corrupt data pertama save berjalan dengan lancar sekarang data lost semua ancur mineh,corupt data pertama save berjalan dengan lancar sekarang data lost semua ancur mineh,Asli
498258717,,sopiyan,1.0,,parahh ternyata isi memory nya hanya 16 mb lapak penipu tolong pihak lazada segera bertindak tegas terhadap para penipu seperti ini karena pastinya berpengaruh terhadap kepercayaan para consumen yang ingin berbelanja di lazada,parah ternyata isi memory nya hanya mb lapak penipu tolong pihak lazada segera bertindak tegas terhadap para penipu seperti ini karena pastinya berpengaruh terhadap kepercayan para consumen yang ingin berbelanja di lazada,Asli
498258717,,Herman,4.0,,kapasitas gak bohong cuma kecepatan gak sesuai dgn ulasan produk meskipun lelet dalam hal copy file besar  belum dicoba isi file sampai maksimalnya  semoga awet sebelumnya pesan 5 tapi 1 otg nya gak fungsi untungnya usb nya masih fungsi jadi pakai otg tambahan lagi  mohon kiranya barang diperiksa sebelum dikirim,kapasitas tidak bohong cuma kecepatan tidak sesuai dengan ulasan produk meskipun lelet dalam hal copy file besar belum dicoba isi file sampai maksimalnya semoga awet sebelumnya pesan tapi otg nya tidak fungsi untungnya usb nya masih fungsi jadi pakai otg tambahan lagi mohon kiranya barang diperiksa sebelum dikirim,Asli
498258717,,Dany S.,1.0,,flashdisk nya ga kebaca d komputer gan malah tiap d buka diminta untuk d format terus gimana nih,flashdisk nya tidak kebaca di komputer gan malah tiap di buka diminta untuk di format terus gimana nih,Asli
498258717,,Eti A.,5.0,,mengecewakan  usb untuk hp ny gk bisa dipake padahal kn itu point penting ny klo cm usb pc mh buat apa beli yg ada usb otg ny,mengecewakan usb untuk hp ny tidak bisa dipake padahal kn itu point penting ny kalau cuma usb pc mh untuk apa beli yang ada usb otg ny,Asli
498258717,,Lazada Customer,5.0,,barang sesuai dg gambar pengiriman cepat walau dari luar negeri 6 hr sampe iya bener isinya 127gb,barang sesuai dg gambar pengiriman cepat walau dari luar negeri hr sampe iya bener isinya gb,Asli
498258717,,Irfan A.,1.0,,the flash drive has arrived today after 2 weeks since i order it but i cant use it unreadable unable to format can i return it,the flash drive has arived today after weks since i order it but i cant use it unreadable unable to format can i return it,Asli
498258717,,Djunaedi,5.0,,produk real pic cuman kemasannya saja yg kurang satu hanya dibungkus dengan plastik tidak ada dusnya,produk real pic cuma kemasanya saja yang kurang satu hanya dibungkus dengan plastik tidak ada dusnya,Asli
498258717,,Lela R.,5.0,,alhamdulillah barang dh nympeterima kasih lazada dan seller,alhamdulilah barang dh nympeterima kasih lazada dan seler,Asli
498258717,,Lazada Customer,5.0,,119gb cm syang g bs dbaca kebaca android versi 80 kl d tablet atau android versi 50 msh bs,gb cuma syang g bisa dbaca kebaca android versi kalau di tablet atau android versi msh bisa,Asli
